abnormality,abnormality_pred,0.500
0,0.99992824,1
1,1.0,1
1,1.0,1
0,0.9999087,1
0,0.964587,1
0,0.99959236,1
0,0.9999901,1
0,0.0025805188,0
1,0.99898523,1
0,0.99999094,1
0,0.99999785,1
0,0.999892,1
1,1.0,1
1,1.0,1
0,0.9999995,1
0,0.035957657,0
0,0.9999995,1
0,0.90105367,1
0,0.9999819,1
1,1.0,1
1,0.3645454,0
0,0.99991393,1
1,1.0,1
1,0.9999999,1
0,0.99995494,1
0,1.0,1
1,0.9998932,1
0,0.9999958,1
1,0.9999852,1
0,2.2881657e-05,0
0,0.9988405,1
0,0.33911732,0
1,1.0,1
0,0.9999728,1
1,0.997212,1
0,0.7012734,1
0,0.9999306,1
1,1.0,1
0,0.9999993,1
0,0.9999995,1
0,0.00023765817,0
0,0.90931165,1
0,0.999311,1
0,0.98255056,1
0,0.99999535,1
0,0.99704903,1
1,1.0,1
1,1.0,1
0,0.102114856,0
1,0.9999994,1
1,1.0,1
1,0.99998546,1
1,1.0,1
0,0.8858301,1
0,1.0,1
1,1.0,1
0,0.00016239894,0
1,1.0,1
0,0.99999917,1
0,0.97959685,1
1,1.0,1
0,0.55163795,1
0,0.9998017,1
0,0.15362975,0
0,0.9999776,1
1,1.0,1
0,0.99999785,1
0,0.3955306,0
0,0.010400911,0
0,0.9998579,1
0,1.0,1
0,0.92318356,1
1,1.0,1
0,0.9999696,1
0,0.9694765,1
0,0.8903687,1
1,0.9987852,1
1,0.5909182,1
1,0.49865276,0
0,1.0,1
0,0.9032423,1
0,0.9998815,1
0,0.9888487,1
1,0.096306,0
0,0.999956,1
0,1.0,1
0,0.9999664,1
0,0.99990594,1
1,0.9999995,1
0,0.99982697,1
0,0.9999925,1
0,0.99794334,1
0,0.9938507,1
0,0.9998841,1
0,0.9932608,1
1,0.9999999,1
1,1.0,1
0,0.10681693,0
0,0.9971367,1
0,0.99999106,1
1,0.9999999,1
1,1.0,1
0,0.98195165,1
0,0.99999964,1
0,0.9996364,1
0,1.0,1
0,1.0,1
0,0.667449,1
1,1.0,1
0,0.95996654,1
0,0.76655895,1
0,0.99577063,1
0,0.9999963,1
1,1.0,1
0,0.9999707,1
1,1.0,1
1,0.9998858,1
0,0.9997377,1
0,0.9999994,1
0,0.99320096,1
1,0.9951558,1
0,1.0,1
0,0.9996501,1
0,0.9604036,1
0,0.99987257,1
0,0.99814236,1
0,4.4820794e-05,0
0,0.9935961,1
0,0.9999826,1
0,0.28908783,0
1,0.9993919,1
0,0.9999411,1
0,0.9999999,1
0,0.97611904,1
0,0.99969375,1
0,9.3151475e-06,0
1,1.0,1
0,0.9997434,1
0,0.9873116,1
1,1.0,1
0,0.99736816,1
0,1.0,1
0,0.99921715,1
1,1.0,1
1,1.0,1
0,0.99791867,1
1,0.9999349,1
0,0.9991146,1
0,0.99993646,1
0,0.0002619587,0
0,0.9994356,1
0,0.9966876,1
0,0.025439275,0
0,0.9955721,1
1,0.9999999,1
0,0.9909589,1
0,0.0019932173,0
0,0.053235244,0
0,0.9998294,1
1,1.0,1
1,0.9998883,1
1,1.0,1
0,0.03972183,0
0,0.98999995,1
0,0.019448766,0
0,0.99266833,1
0,0.99024814,1
0,0.9424149,1
0,0.9996427,1
0,0.9999001,1
0,0.9987318,1
0,0.9955498,1
0,0.31692827,0
0,0.0074242568,0
1,1.0,1
0,0.8423785,1
0,0.99993753,1
0,0.99846673,1
0,0.9999825,1
0,0.970348,1
1,1.0,1
0,0.97072,1
1,1.0,1
0,0.9999287,1
1,1.0,1
1,0.9999989,1
0,0.9995103,1
1,0.9999261,1
0,0.0055113877,0
1,1.0,1
0,0.9999708,1
1,1.0,1
1,0.9992779,1
0,0.9999999,1
0,0.0036081278,0
0,0.9999871,1
0,0.2762908,0
1,1.0,1
0,0.99984527,1
0,0.99971527,1
1,0.98216474,1
0,0.9999881,1
0,0.99495125,1
0,0.99999976,1
1,1.0,1
0,0.19943555,0
0,0.8754928,1
0,0.00042575647,0
0,0.9999999,1
0,0.9997068,1
1,1.0,1
1,0.9999976,1
0,0.99983907,1
0,0.9999354,1
0,0.75219554,1
0,0.99784577,1
0,0.16904822,0
0,0.9490392,1
1,1.0,1
1,0.99741435,1
0,0.009116881,0
0,0.9598399,1
1,1.0,1
1,1.0,1
0,0.9997904,1
0,0.9999833,1
0,0.46906644,0
0,0.040948577,0
1,1.0,1
0,0.9996629,1
0,1.0,1
0,0.9999964,1
0,0.8401933,1
0,1.0,1
1,1.0,1
0,0.999913,1
0,0.7188269,1
1,0.99999785,1
0,0.99900144,1
0,0.02612342,0
0,0.09651114,0
0,0.99999917,1
1,0.9939878,1
0,0.98944366,1
0,0.39574185,0
1,0.98336583,1
0,0.8962955,1
0,0.947028,1
0,0.9999956,1
1,1.0,1
1,1.0,1
0,0.99999905,1
0,0.9998988,1
0,0.15897268,0
0,0.9926144,1
0,0.9513069,1
0,0.999967,1
1,0.9999944,1
1,1.0,1
0,0.9884559,1
0,0.96137816,1
1,0.9964283,1
0,0.92187035,1
0,0.97981834,1
0,0.99937147,1
1,1.0,1
0,0.04136995,0
0,0.9998599,1
1,0.9931918,1
0,0.9999995,1
1,1.0,1
1,0.999716,1
1,1.0,1
0,0.9993993,1
1,1.0,1
1,1.0,1
1,0.999943,1
0,0.9667378,1
0,0.99932945,1
0,0.00030847802,0
0,0.003984544,0
0,0.38579,0
1,0.044884305,0
1,0.99999964,1
1,0.99077845,1
0,0.9993291,1
0,0.9999956,1
0,1.0,1
1,1.0,1
0,0.9999999,1
0,0.12486056,0
1,0.0009639982,0
0,0.14191887,0
0,0.99632555,1
0,0.16464026,0
0,0.96927947,1
1,1.0,1
0,0.40111017,0
0,0.7787943,1
1,0.8240065,1
0,0.99992657,1
0,0.99992645,1
0,5.9893526e-05,0
1,0.99999905,1
0,0.11717856,0
0,0.30831537,0
0,0.6981348,1
0,0.99999976,1
0,0.111757606,0
0,0.11061201,0
0,0.99583983,1
0,0.99191976,1
0,0.015931873,0
0,0.33583814,0
0,1.0,1
0,0.9872213,1
0,0.63851756,1
0,0.001739785,0
0,0.71307623,1
0,0.999933,1
1,0.9706852,1
1,1.0,1
1,1.0,1
0,1.0,1
0,0.37695965,0
0,0.9988451,1
1,1.0,1
0,0.99985254,1
1,0.9999989,1
0,0.999819,1
0,0.7847926,1
1,0.64290786,1
0,0.0064940564,0
1,1.0,1
0,0.68193954,1
0,0.7523314,1
1,0.04564338,0
0,0.9457959,1
0,0.99857724,1
0,0.9999999,1
1,1.0,1
0,0.9483516,1
1,0.9997501,1
0,1.0,1
1,1.0,1
0,0.9357844,1
0,0.8127082,1
0,0.99922264,1
0,0.030562773,0
1,1.0,1
0,0.99999666,1
1,0.999915,1
1,0.0041247834,0
0,0.9999994,1
0,0.99974066,1
0,0.9999969,1
0,1.0,1
0,0.9999685,1
0,0.00057858427,0
0,0.9999945,1
0,0.43678454,0
1,0.99931705,1
0,0.061374515,0
0,0.9993395,1
1,1.0,1
1,1.0,1
1,1.0,1
0,0.9999987,1
0,0.99934703,1
0,0.8380269,1
1,1.0,1
1,1.0,1
0,0.9977604,1
1,0.9999999,1
0,3.8325356e-06,0
1,0.9997693,1
1,0.99999976,1
0,0.9999999,1
0,0.99283504,1
0,0.0011519053,0
