abnormality,abnormality_pred,0.026
0,0.6822587311267853,1
0,0.5760541379451751,1
0,0.8375460028648376,1
1,0.25226971730589864,1
0,0.8111698031425476,1
0,0.9584054827690125,1
1,0.33611260652542113,1
0,0.5010612189769745,1
0,0.37215631306171415,1
1,0.20757840313017367,1
1,0.3856760859489441,1
0,0.7074018776416778,1
1,0.25226971730589864,1
0,0.8948278427124023,1
1,0.515567010641098,1
1,0.6644908040761948,1
1,0.5181468516588211,1
1,0.5756294369697571,1
1,0.3684224605560303,1
1,0.2420644626021385,1
0,0.7706823229789734,1
0,0.48122047185897826,1
0,0.1917400360107422,1
1,0.24921495467424393,1
0,0.5885526150465011,1
1,0.13927403874695302,1
0,0.9258335709571839,1
0,0.665137505531311,1
1,0.13927403874695302,1
1,0.7189639031887054,1
0,0.8086153268814087,1
1,0.3684224605560303,1
0,0.41261001527309416,1
0,0.43178173899650574,1
0,0.87072833776474,1
1,0.455026938021183,1
0,0.7463926255702973,1
1,0.843440306186676,1
1,0.4880532830953598,1
1,0.353952069580555,1
0,0.5910155236721039,1
0,0.9507156133651733,1
0,0.4376485347747803,1
0,0.3327460438013077,1
0,0.64495148062706,1
0,0.9354989290237427,1
1,0.6245001435279847,1
0,0.3590074501931667,1
0,0.5675482124090194,1
0,0.33516225814819334,1
0,0.6082148790359497,1
0,0.40920487344264983,1
1,0.5408797800540924,1
1,0.7876734495162964,1
1,0.11440941006876529,1
0,0.7984761238098145,1
1,0.8953805565834045,1
1,0.5150733456015587,1
0,0.48899808526039124,1
0,0.34503687024116514,1
0,0.5809150874614716,1
1,0.4202123999595642,1
0,0.3238667204976082,1
0,0.9053199410438537,1
1,0.18663285672664642,1
1,0.7932762920856475,1
1,0.25226971730589864,1
1,0.6875131964683533,1
0,0.5644272565841675,1
0,0.32464159429073336,1
1,0.7321782290935517,1
0,0.8326131165027618,1
1,0.4659975402057171,1
0,0.8520466804504394,1
0,0.7999981880187989,1
0,0.32319777011871337,1
1,0.7387198269367218,1
0,0.6099340289831161,1
1,0.324940225481987,1
0,0.6582883059978485,1
0,0.35639764964580534,1
1,0.8276930809020996,1
0,0.5561349868774415,1
0,0.25882305577397346,1
1,0.6793882012367248,1
1,0.3281487040221691,1
0,0.2851777523756027,1
0,0.6178772330284119,1
1,0.8749713182449341,1
0,0.741457724571228,1
1,0.6977369904518127,1
0,0.49123244881629946,1
0,0.4988341510295868,1
1,0.4598347768187523,1
0,0.9793036103248596,1
1,0.8836729764938355,1
1,0.31249701902270316,1
1,0.13927403874695302,1
1,0.5952621430158616,1
1,0.054411268001422285,1
1,0.25226971730589864,1
1,0.4974027156829834,1
0,0.5959913790225982,1
0,0.5494584798812866,1
1,0.32579376772046087,1
0,0.8332700729370117,1
0,0.4218405231833458,1
1,0.46285625696182253,1
1,0.25226971730589864,1
0,0.7056524395942688,1
0,0.8768293201923371,1
0,0.25666711311787366,1
0,0.3851334273815155,1
0,0.8607550740242005,1
1,0.938055944442749,1
1,0.13927403874695302,1
0,0.17807796224951744,1
0,0.627417916059494,1
1,0.7133035778999328,1
0,0.7257755875587464,1
1,0.6548672497272492,1
0,0.17425507195293904,1
1,0.6040391087532043,1
1,0.674648255109787,1
1,0.883083438873291,1
0,0.7933022499084472,1
0,0.9065176010131836,1
0,0.5989684045314789,1
0,0.9380315780639649,1
0,0.6816381573677063,1
0,0.18755344385281206,1
1,0.7189639031887054,1
1,0.8913150787353515,1
1,0.23789795376360418,1
1,0.70246422290802,1
0,0.7460649728775024,1
1,0.3492895051836967,1
1,0.4974027156829834,1
1,0.6755735695362091,1
1,0.9406075000762939,1
0,0.63148432970047,1
1,0.4315251372754574,1
1,0.8270263314247132,1
0,0.6606788873672486,1
1,0.49473522007465365,1
1,0.9218061923980713,1
0,0.7864419341087341,1
0,0.74189133644104,1
1,0.3684224605560303,1
0,0.7098032057285308,1
0,0.5102397739887238,1
0,0.9495531916618347,1
1,0.4860969066619873,1
