abnormality,abnormality_pred,0.500
0,0.7438155,1
1,0.80680263,1
1,0.766952,1
1,0.037890237,0
1,0.8504091,1
0,0.28651938,0
0,0.33607537,0
1,0.81731135,1
1,0.9760671,1
0,0.94247776,1
0,0.20675424,0
0,0.91160667,1
1,0.011400113,0
0,0.9986947,1
0,0.47454447,0
0,0.102648795,0
1,0.9990876,1
1,0.678146,1
1,0.63208723,1
0,0.6343918,1
1,0.3876321,0
0,0.07351682,0
1,0.7633655,1
0,0.86507714,1
0,0.94238836,1
0,0.99761426,1
1,0.99134916,1
1,0.99945015,1
1,0.93584996,1
1,0.72507733,1
1,0.9091505,1
0,0.23506686,0
0,0.98362535,1
1,0.81769204,1
1,0.9988918,1
1,0.3876321,0
1,0.9678881,1
1,0.3876321,0
0,0.058323946,0
0,0.965674,1
1,0.88480353,1
0,0.36761138,0
1,0.9632043,1
1,0.80680263,1
1,0.4597986,0
0,0.9997085,1
1,0.90428674,1
0,0.9537373,1
1,0.8206034,1
1,0.81769204,1
1,0.9015151,1
1,0.11983246,0
0,0.7368867,1
1,0.81769204,1
0,0.9783669,1
1,0.99482745,1
1,0.9854511,1
0,0.8640427,1
1,0.3876321,0
1,0.29831824,0
0,0.8073493,1
0,0.9908757,1
0,0.24881881,0
0,0.99908817,1
0,0.99751794,1
0,0.99594325,1
1,0.7905149,1
0,0.98608255,1
1,0.5665497,1
0,0.9863282,1
1,0.9091505,1
0,0.9827519,1
1,0.96933514,1
1,0.5976291,1
1,0.9370462,1
1,0.83733433,1
0,0.052897215,0
1,0.53354186,1
1,0.3726849,0
0,0.6279377,1
0,0.9937017,1
1,0.5843313,1
1,0.3876321,0
1,0.53773284,1
1,0.97437775,1
1,0.5097575,1
1,0.3876321,0
0,0.40892702,0
1,0.11983246,0
1,0.7934501,1
0,0.9634314,1
1,0.6594403,1
0,0.994925,1
1,0.9907074,1
0,0.6159553,1
0,0.6976904,1
0,0.27603784,0
1,0.72797465,1
1,0.09980288,0
0,0.31292945,0
1,0.53612024,1
1,0.73069644,1
1,0.99152124,1
0,0.97296935,1
0,0.92156994,1
0,0.42999282,0
0,0.7209152,1
1,0.86929995,1
0,0.4843674,0
0,0.63492244,1
1,0.8180492,1
1,0.88985413,1
0,0.970019,1
0,0.50069445,1
1,0.9783025,1
1,0.94015056,1
0,0.9954613,1
0,0.62435615,1
1,0.3876321,0
1,0.8592994,1
0,0.7333982,1
1,0.63208723,1
1,0.9095607,1
0,0.771254,1
0,0.8936529,1
