abnormality,abnormality_pred,0.000
0,0.0200817,1
0,0.791644,1
0,0.77284545,1
0,0.0011447405,1
0,0.39448187,1
0,0.0024584364,1
0,0.24037515,1
0,0.4964303,1
0,0.00026694348,1
1,0.7317024,1
0,0.00091365684,1
0,0.4488161,1
1,0.50853777,1
1,0.044178873,1
0,0.18901493,1
0,0.5926671,1
0,0.013458072,1
0,0.9608035,1
0,0.01674658,1
0,0.95101744,1
0,0.34158507,1
0,0.97918725,1
0,2.9383864e-06,1
1,0.0026540451,1
1,0.49771914,1
1,0.6518287,1
0,0.0018411165,1
0,0.6289222,1
0,0.15022582,1
0,0.99738985,1
1,0.5065509,1
0,0.13927412,1
1,0.0024362644,1
1,0.22767152,1
0,0.03404095,1
0,0.00068786857,1
0,0.24310607,1
0,0.16407745,1
0,0.9670364,1
0,0.8456049,1
0,0.99408346,1
0,0.89760786,1
1,0.004560244,1
0,0.15473686,1
0,0.19664459,1
0,0.02363277,1
0,0.04479195,1
1,0.8343043,1
1,0.022647938,1
1,0.0048442897,1
0,0.009410273,1
0,0.007386396,1
0,0.30816755,1
0,8.276476e-05,1
0,0.034269944,1
1,0.5800183,1
0,0.007825512,1
0,0.89235795,1
0,0.9463949,1
0,1.3380806e-05,1
0,0.011245769,1
1,0.3637111,1
0,0.47946563,1
0,0.30724636,1
0,0.087303676,1
0,0.6933724,1
0,0.47585467,1
0,0.115334176,1
0,7.955052e-06,1
0,0.53999245,1
0,0.006979116,1
0,0.0018552064,1
0,0.014381836,1
0,0.95050436,1
0,0.49061948,1
0,0.8365521,1
0,0.026444867,1
0,0.89632297,1
1,0.5395112,1
0,0.046267696,1
0,8.911895e-06,1
0,0.6875057,1
0,0.47077104,1
0,0.9378906,1
0,0.71850246,1
1,0.49594545,1
0,0.8189906,1
1,0.8635658,1
0,0.19128036,1
0,0.00044980654,1
1,0.009478229,1
0,0.00021124085,1
0,0.48899826,1
0,0.75411606,1
0,0.1002131,1
0,0.94610286,1
0,3.6064226e-05,1
0,0.042550936,1
0,0.043548316,1
1,0.0012737578,1
0,0.06794321,1
0,0.0014136746,1
0,0.3316731,1
0,0.70603544,1
1,0.7264586,1
0,0.012148583,1
0,0.26852247,1
0,0.9900755,1
0,0.99752265,1
0,0.0002966939,1
1,0.06027822,1
0,0.96956885,1
0,0.0001822783,1
1,0.5825236,1
0,0.9826147,1
0,0.9961546,1
1,0.0006783165,1
0,0.037756667,1
1,0.0031434472,1
0,0.08728985,1
0,0.91825366,1
1,0.0004997315,1
0,0.004778929,1
0,0.69723415,1
0,0.67635494,1
0,0.0038738947,1
0,0.011114726,1
1,0.9978582,1
0,0.030055195,1
1,0.010739478,1
0,0.02796476,1
0,0.94366074,1
0,0.9034036,1
0,0.72971714,1
1,0.96438074,1
1,0.6340477,1
1,0.7071279,1
0,0.034949422,1
0,0.084812395,1
0,0.30769312,1
0,0.0120198075,1
0,0.008867574,1
0,0.082426436,1
0,0.9270271,1
0,0.09164371,1
0,0.00852375,1
0,0.04989298,1
0,0.004308688,1
0,0.67740047,1
0,0.9073196,1
0,0.012323563,1
0,0.91959894,1
0,0.00022607496,1
1,0.8548853,1
1,0.010286019,1
0,0.45367178,1
0,0.97361404,1
0,0.0019169818,1
0,0.9906114,1
0,0.27219865,1
0,0.009654229,1
0,0.07823816,1
0,0.5857839,1
1,0.0074923444,1
1,0.026515149,1
0,0.04062577,1
0,0.9863992,1
0,0.014253023,1
0,0.6013427,1
0,0.0007504002,1
1,0.9906177,1
0,0.21059918,1
0,0.06237855,1
1,0.01839425,1
0,0.0073485738,1
0,0.30371776,1
1,0.92410356,1
0,0.3990276,1
0,0.015462006,1
0,0.82110274,1
1,0.0024238338,1
0,0.96643716,1
1,0.8746609,1
0,0.012212129,1
0,0.7029047,1
1,0.21743195,1
1,0.9896792,1
0,0.000448983,1
1,0.7921091,1
1,0.028729877,1
0,0.9927834,1
0,0.9580879,1
0,0.9448826,1
0,0.89379305,1
1,0.051726066,1
0,0.7531856,1
0,0.6407379,1
0,0.96433794,1
0,0.96278113,1
0,0.99830127,1
1,0.3629378,1
0,0.9963347,1
0,0.007885431,1
0,0.27075183,1
1,0.4855507,1
0,0.11222228,1
1,0.098682724,1
0,0.26562846,1
0,0.059225656,1
0,0.0054548,1
0,0.5057827,1
0,0.8032448,1
0,0.00039474625,1
1,0.92908674,1
0,0.008059243,1
0,0.17598075,1
1,0.013562227,1
0,0.00023735268,1
1,9.9418015e-05,1
1,0.07281234,1
1,0.093785584,1
0,0.07524808,1
0,0.01659689,1
0,0.02637672,1
0,0.0050654286,1
0,0.08194265,1
0,0.06858679,1
1,0.94580185,1
0,0.996415,1
0,0.08659174,1
0,0.019291822,1
0,0.0016127918,1
0,0.94206357,1
0,0.021393672,1
0,0.0007182234,1
0,0.18773133,1
0,0.2931153,1
0,0.03024586,1
1,0.8086585,1
0,0.14172943,1
0,0.03442034,1
0,0.9441979,1
0,0.7928093,1
1,0.6278887,1
1,0.0034479566,1
0,0.29881442,1
0,0.76586574,1
1,0.0017048264,1
0,0.9993037,1
0,0.040527087,1
0,1.7274187e-05,1
1,0.48312736,1
0,0.99357706,1
1,0.9905008,1
0,0.00044191233,1
1,0.0428766,1
0,0.9854394,1
0,0.0003050821,1
0,0.10730882,1
1,0.6638781,1
1,0.9615446,1
0,0.5432562,1
1,0.23015074,1
1,0.9807612,1
0,0.06615823,1
0,0.9994123,1
0,0.00048504438,1
0,0.7534589,1
0,0.06484855,1
0,0.97184765,1
0,0.039450437,1
1,0.8346071,1
0,0.07904677,1
0,0.9836516,1
0,0.9897479,1
0,0.98229617,1
1,0.7957445,1
0,0.96558607,1
0,0.0021698228,1
0,0.0031493653,1
1,0.0027324345,1
0,0.022414029,1
0,0.6741382,1
0,0.9561002,1
0,0.88222283,1
0,0.070421845,1
0,0.24182518,1
0,0.31073475,1
1,0.8598083,1
0,0.6600373,1
0,0.0366308,1
1,0.04620233,1
0,0.0036244688,1
0,0.005547252,1
1,0.17987335,1
1,0.02862305,1
0,0.30627275,1
0,0.027805477,1
0,0.9772658,1
0,0.35807654,1
0,0.16296355,1
1,0.6295794,1
0,5.4330023e-05,1
1,0.06392282,1
0,0.06587536,1
0,0.00016850566,1
0,0.6243635,1
0,0.0028643585,1
0,0.74010634,1
1,0.41008306,1
1,0.13411668,1
0,0.5427311,1
1,0.002177558,1
0,0.99056846,1
0,0.0005662145,1
1,0.03780459,1
0,0.9674645,1
1,0.60546684,1
0,0.033938766,1
0,0.017030312,1
0,0.9805448,1
0,0.007180121,1
0,0.0047302186,1
0,0.9877592,1
1,0.6866476,1
1,0.7585049,1
1,0.72773075,1
0,0.88665897,1
1,0.019696867,1
0,0.004203074,1
0,0.0034345798,1
1,0.2935408,1
1,0.09250452,1
0,0.85467726,1
1,0.022647938,1
1,0.0041266447,1
1,0.018339638,1
1,0.2733124,1
1,0.9847682,1
1,0.025668882,1
0,0.936201,1
1,0.86001706,1
1,0.9565455,1
0,0.020958237,1
0,3.9546612e-05,1
0,0.01850559,1
1,0.0032858723,1
0,0.36641264,1
0,0.35917,1
0,0.00013361723,1
1,0.82547617,1
0,0.0013111389,1
0,0.11982102,1
0,0.82275975,1
0,0.6560114,1
0,0.8981732,1
0,0.95250535,1
0,0.00024598624,1
0,0.017829197,1
1,0.9967391,1
0,0.055702325,1
0,0.78349894,1
0,0.98769104,1
0,0.3395293,1
1,0.2337934,1
0,0.276296,1
0,0.20170036,1
0,0.00013608902,1
0,0.0011933339,1
0,0.6452624,1
1,0.99354726,1
0,0.0026431421,1
0,0.9914396,1
0,0.01531386,1
0,6.3256215e-05,1
1,0.014640331,1
0,0.7746275,1
0,0.9992506,1
1,0.060147975,1
0,0.7536692,1
0,0.25895745,1
1,0.0015193318,1
0,0.29517722,1
0,0.3548271,1
0,0.89803195,1
1,0.9910295,1
1,0.6429184,1
0,0.8935608,1
0,0.70579207,1
1,0.012396908,1
0,0.9894778,1
0,0.21584275,1
0,0.20224606,1
0,0.014783143,1
0,0.93148756,1
0,0.6848134,1
1,0.0004821897,1
0,0.65498495,1
1,0.06236766,1
0,0.0025520592,1
1,0.0022839666,1
0,0.999534,1
0,0.6140812,1
0,0.2746241,1
0,0.00086233043,1
0,0.6728818,1
0,0.00040113347,1
0,0.07143819,1
0,0.49082342,1
0,0.0023850526,1
0,0.3909583,1
0,0.00012904993,1
0,0.9625203,1
0,0.30865708,1
0,0.00030329882,1
0,0.4646099,1
0,0.49561095,1
1,0.8240173,1
0,0.106982715,1
0,0.66075593,1
1,6.2838412e-06,1
1,0.6714851,1
0,0.0016525727,1
0,0.30875888,1
0,8.268114e-05,1
1,0.93302035,1
1,0.6402656,1
0,0.9171097,1
1,0.30930647,1
0,6.757453e-07,1
0,0.007041009,1
0,0.0037919583,1
1,0.2866416,1
0,0.00017447062,1
0,0.0060656266,1
0,0.105859965,1
0,0.0014578076,1
1,0.98001766,1
1,0.43111226,1
0,0.16136257,1
0,0.81538045,1
0,0.48913085,1
0,0.061945982,1
0,0.80617607,1
0,0.20278473,1
0,0.999057,1
1,0.9400479,1
0,0.0035818187,1
0,0.9384311,1
0,0.00829579,1
1,0.0003492331,1
0,0.029981999,1
0,0.68296516,1
0,0.0072646,1
0,0.421508,1
0,0.9975817,1
1,0.9971951,1
0,0.61267096,1
0,0.3224083,1
0,0.39496496,1
0,0.99862635,1
0,0.48456416,1
0,0.012834529,1
0,0.563493,1
0,0.008017787,1
0,0.33719158,1
1,0.531119,1
1,0.12397127,1
0,0.01645123,1
0,0.99569845,1
1,0.1968813,1
0,0.9421875,1
0,0.0009390796,1
