abnormality,abnormality_pred,0.972
0,0.9846362,1
1,0.99996257,1
0,0.9620686,0
1,0.9999924,1
1,0.9999857,1
0,0.9566915,0
1,0.9964803,1
0,0.9983341,1
1,0.99794513,1
0,0.9594067,0
0,0.96077764,0
0,0.10768717,0
0,0.95892084,0
1,0.9999939,1
0,0.99172264,1
0,0.98745954,1
1,0.9999349,1
1,0.9999757,1
1,0.9997434,1
0,0.99995244,1
0,0.99372286,1
0,0.73253417,0
1,0.99850357,1
1,0.9999676,1
0,0.9713055,0
1,0.9987464,1
1,0.9999573,1
0,0.9870437,1
1,1.0,1
0,0.97491133,1
0,0.79656816,0
1,0.9998933,1
0,0.74628764,0
1,0.9989405,1
1,0.99998033,1
1,0.99999774,1
1,0.9999956,1
1,0.9732088,1
0,0.99993587,1
0,0.3837237,0
